name,frame,vis_px,vis_px_pc,total_px,total_px_pc,diff,diff_pc
_tigfCJFLZg_00298,8,6162.0,2.01,7246.0,2.36,1084.0,85.04
_tigfCJFLZg_00298,9,7350.0,2.39,8498.0,2.77,1148.0,86.49
_tigfCJFLZg_00298,10,8466.0,2.76,9571.0,3.12,1105.0,88.45
_tigfCJFLZg_00298,11,8991.0,2.93,10432.0,3.4,1441.0,86.19
_tigfCJFLZg_00298,12,9166.0,2.98,10395.0,3.38,1229.0,88.18
_tigfCJFLZg_00298,13,8979.0,2.92,10241.0,3.33,1262.0,87.68
_tigfCJFLZg_00298,14,8941.0,2.91,10276.0,3.35,1335.0,87.01
_tigfCJFLZg_00298,15,8736.0,2.84,10281.0,3.35,1545.0,84.97
_tigfCJFLZg_00298,16,8966.0,2.92,10359.0,3.37,1393.0,86.55
_tigfCJFLZg_00298,17,9248.0,3.01,10571.0,3.44,1323.0,87.48
_tigfCJFLZg_00298,18,9959.0,3.24,11240.0,3.66,1281.0,88.6
_tigfCJFLZg_00298,19,10456.0,3.4,11636.0,3.79,1180.0,89.86
_tigfCJFLZg_00298,20,9938.0,3.24,11238.0,3.66,1300.0,88.43
_tigfCJFLZg_00298,21,9793.0,3.19,10960.0,3.57,1167.0,89.35
_tigfCJFLZg_00298,22,9620.0,3.13,11016.0,3.59,1396.0,87.33
_tigfCJFLZg_00304,0,17.0,0.01,3024.0,0.98,3007.0,0.56
_tigfCJFLZg_00304,1,198.0,0.06,4234.0,1.38,4036.0,4.68
_tigfCJFLZg_00304,2,198.0,0.06,4231.0,1.38,4033.0,4.68
_tigfCJFLZg_00304,3,1015.0,0.33,2392.0,0.78,1377.0,42.43
_tigfCJFLZg_00304,4,3094.0,1.01,3923.0,1.28,829.0,78.87
_tigfCJFLZg_00304,5,3282.0,1.07,4431.0,1.44,1149.0,74.07
_tigfCJFLZg_00304,6,3583.0,1.17,4212.0,1.37,629.0,85.07
_tigfCJFLZg_00304,7,3196.0,1.04,3889.0,1.27,693.0,82.18
_tigfCJFLZg_00304,8,2717.0,0.88,3050.0,0.99,333.0,89.08
_tigfCJFLZg_00304,9,2897.0,0.94,3386.0,1.1,489.0,85.56
_tigfCJFLZg_00304,10,3632.0,1.18,4031.0,1.31,399.0,90.1
_tigfCJFLZg_00304,11,4400.0,1.43,4812.0,1.57,412.0,91.44
_tigfCJFLZg_00304,12,5376.0,1.75,5841.0,1.9,465.0,92.04
_tigfCJFLZg_00304,13,6020.0,1.96,6518.0,2.12,498.0,92.36
_tigfCJFLZg_00304,14,6253.0,2.04,6662.0,2.17,409.0,93.86
_tigfCJFLZg_00304,15,6377.0,2.08,6880.0,2.24,503.0,92.69
_tigfCJFLZg_00304,16,6194.0,2.02,6645.0,2.16,451.0,93.21
_tigfCJFLZg_00304,17,6086.0,1.98,6774.0,2.21,688.0,89.84
_tigfCJFLZg_00304,18,5591.0,1.82,6491.0,2.11,900.0,86.13
_tigfCJFLZg_00304,19,5351.0,1.74,6075.0,1.98,724.0,88.08
_tigfCJFLZg_00308,0,103.0,0.03,6742.0,2.19,6639.0,1.53
_tigfCJFLZg_00308,1,802.0,0.26,7138.0,2.32,6336.0,11.24
_tigfCJFLZg_00308,2,808.0,0.26,2047.0,0.67,1239.0,39.47
_tigfCJFLZg_00308,3,2495.0,0.81,3010.0,0.98,515.0,82.89
_tigfCJFLZg_00308,4,3547.0,1.15,3789.0,1.23,242.0,93.61
_tigfCJFLZg_00308,5,4218.0,1.37,4440.0,1.45,222.0,95.0
_tigfCJFLZg_00308,6,3992.0,1.3,4163.0,1.36,171.0,95.89
_tigfCJFLZg_00308,7,3008.0,0.98,3235.0,1.05,227.0,92.98
_tigfCJFLZg_00308,8,3257.0,1.06,3293.0,1.07,36.0,98.91
_tigfCJFLZg_00308,9,4250.0,1.38,4274.0,1.39,24.0,99.44
_tigfCJFLZg_00308,10,5016.0,1.63,5048.0,1.64,32.0,99.37
_tigfCJFLZg_00308,11,5366.0,1.75,5420.0,1.76,54.0,99.0
_tigfCJFLZg_00308,12,5276.0,1.72,5369.0,1.75,93.0,98.27
_tigfCJFLZg_00308,13,4905.0,1.6,5015.0,1.63,110.0,97.81
_tigfCJFLZg_00308,14,4243.0,1.38,4320.0,1.41,77.0,98.22
_tigfCJFLZg_00308,15,3884.0,1.26,3972.0,1.29,88.0,97.78
_tigfCJFLZg_00308,16,3659.0,1.19,3911.0,1.27,252.0,93.56
_tigfCJFLZg_00308,17,3629.0,1.18,3760.0,1.22,131.0,96.52
_tigfCJFLZg_00308,18,3801.0,1.24,3926.0,1.28,125.0,96.82
_tigfCJFLZg_00308,19,3805.0,1.24,3922.0,1.28,117.0,97.02
_tigfCJFLZg_00308,20,3920.0,1.28,4032.0,1.31,112.0,97.22
_tigfCJFLZg_00308,21,3973.0,1.29,4088.0,1.33,115.0,97.19
_tigfCJFLZg_00308,22,4014.0,1.31,4165.0,1.36,151.0,96.37
_tigfCJFLZg_00308,23,4081.0,1.33,4220.0,1.37,139.0,96.71
_tigfCJFLZg_00308,24,3951.0,1.29,4089.0,1.33,138.0,96.63
_tigfCJFLZg_00308,25,3824.0,1.24,3925.0,1.28,101.0,97.43
_tigfCJFLZg_00308,26,3536.0,1.15,3657.0,1.19,121.0,96.69
_tigfCJFLZg_00308,27,3347.0,1.09,3484.0,1.13,137.0,96.07
_tigfCJFLZg_00308,28,3093.0,1.01,3258.0,1.06,165.0,94.94
_tigfCJFLZg_00308,29,3043.0,0.99,3208.0,1.04,165.0,94.86
_tigfCJFLZg_00308,30,3023.0,0.98,3162.0,1.03,139.0,95.6
_tigfCJFLZg_00308,31,3440.0,1.12,3576.0,1.16,136.0,96.2
_tigfCJFLZg_00308,32,3670.0,1.19,3800.0,1.24,130.0,96.58
_tigfCJFLZg_00308,33,3839.0,1.25,4089.0,1.33,250.0,93.89
_tigfCJFLZg_00308,34,3807.0,1.24,4259.0,1.39,452.0,89.39
_tigfCJFLZg_00308,35,332.0,0.11,1883.0,0.61,1551.0,17.63
_tigfCJFLZg_00308,36,423.0,0.14,2000.0,0.65,1577.0,21.15
_tigfCJFLZg_00311,0,172.0,0.06,5334.0,1.74,5162.0,3.22
_tigfCJFLZg_00311,1,233.0,0.08,6094.0,1.98,5861.0,3.82
_tigfCJFLZg_00311,2,758.0,0.25,7306.0,2.38,6548.0,10.38
_tigfCJFLZg_00311,3,667.0,0.22,6370.0,2.07,5703.0,10.47
_tigfCJFLZg_00311,4,884.0,0.29,6698.0,2.18,5814.0,13.2
_tigfCJFLZg_00311,5,1371.0,0.45,6842.0,2.23,5471.0,20.04
_tigfCJFLZg_00311,6,1524.0,0.5,7348.0,2.39,5824.0,20.74
_tigfCJFLZg_00311,7,2445.0,0.8,7737.0,2.52,5292.0,31.6
_tigfCJFLZg_00311,8,3009.0,0.98,8637.0,2.81,5628.0,34.84
_tigfCJFLZg_00311,9,3471.0,1.13,8313.0,2.71,4842.0,41.75
_tigfCJFLZg_00311,10,3917.0,1.28,9005.0,2.93,5088.0,43.5
_tigfCJFLZg_00311,11,4482.0,1.46,9225.0,3.0,4743.0,48.59
_tigfCJFLZg_00311,12,4979.0,1.62,10008.0,3.26,5029.0,49.75
_tigfCJFLZg_00311,13,5089.0,1.66,9842.0,3.2,4753.0,51.71
_tigfCJFLZg_00311,14,5204.0,1.69,9709.0,3.16,4505.0,53.6
_tigfCJFLZg_00311,15,5567.0,1.81,9841.0,3.2,4274.0,56.57
_tigfCJFLZg_00311,16,5808.0,1.89,10687.0,3.48,4879.0,54.35
_tigfCJFLZg_00311,17,5866.0,1.91,10046.0,3.27,4180.0,58.39
_tigfCJFLZg_00311,18,5654.0,1.84,10145.0,3.3,4491.0,55.73
_tigfCJFLZg_00311,19,5808.0,1.89,10162.0,3.31,4354.0,57.15
_tigfCJFLZg_00311,20,4925.0,1.6,9455.0,3.08,4530.0,52.09
_tigfCJFLZg_00311,21,4720.0,1.54,9104.0,2.96,4384.0,51.85
_tigfCJFLZg_00311,22,4250.0,1.38,8784.0,2.86,4534.0,48.38
_tigfCJFLZg_00311,23,3907.0,1.27,8410.0,2.74,4503.0,46.46
_tigfCJFLZg_00311,24,3633.0,1.18,7942.0,2.59,4309.0,45.74
_tigfCJFLZg_00311,25,3414.0,1.11,7358.0,2.4,3944.0,46.4
_tigfCJFLZg_00311,26,3254.0,1.06,7323.0,2.38,4069.0,44.44
_tigfCJFLZg_00311,27,3181.0,1.04,7281.0,2.37,4100.0,43.69
_tigfCJFLZg_00311,28,2699.0,0.88,6941.0,2.26,4242.0,38.88
_tigfCJFLZg_00314,0,182.0,0.06,4702.0,1.53,4520.0,3.87
_tigfCJFLZg_00314,1,222.0,0.07,5056.0,1.65,4834.0,4.39
_tigfCJFLZg_00314,2,947.0,0.31,7089.0,2.31,6142.0,13.36
_tigfCJFLZg_00314,3,1271.0,0.41,8701.0,2.83,7430.0,14.61
_tigfCJFLZg_00314,4,1369.0,0.45,9825.0,3.2,8456.0,13.93
_tigfCJFLZg_00314,5,1456.0,0.47,10110.0,3.29,8654.0,14.4
_tigfCJFLZg_00314,6,1290.0,0.42,10465.0,3.41,9175.0,12.33
_tigfCJFLZg_00314,7,1371.0,0.45,10031.0,3.27,8660.0,13.67
_tigfCJFLZg_00314,8,1376.0,0.45,10034.0,3.27,8658.0,13.71
_tigfCJFLZg_00314,9,1555.0,0.51,9578.0,3.12,8023.0,16.24
_tigfCJFLZg_00314,10,1654.0,0.54,9522.0,3.1,7868.0,17.37
_tigfCJFLZg_00314,11,1857.0,0.6,9508.0,3.1,7651.0,19.53
_tigfCJFLZg_00314,12,1928.0,0.63,9731.0,3.17,7803.0,19.81
_tigfCJFLZg_00314,13,1933.0,0.63,8684.0,2.83,6751.0,22.26
_tigfCJFLZg_00314,14,1955.0,0.64,8864.0,2.89,6909.0,22.06
_tigfCJFLZg_00314,15,1973.0,0.64,8721.0,2.84,6748.0,22.62
_tigfCJFLZg_00314,16,2032.0,0.66,8849.0,2.88,6817.0,22.96
_tigfCJFLZg_00317,0,155.0,0.05,1985.0,0.65,1830.0,7.81
_tigfCJFLZg_00317,1,517.0,0.17,1388.0,0.45,871.0,37.25
_tigfCJFLZg_00317,2,1617.0,0.53,2597.0,0.85,980.0,62.26
_tigfCJFLZg_00317,3,2421.0,0.79,3224.0,1.05,803.0,75.09
_tigfCJFLZg_00317,4,2224.0,0.72,3573.0,1.16,1349.0,62.24
_tigfCJFLZg_00317,5,1602.0,0.52,3578.0,1.16,1976.0,44.77
_tigfCJFLZg_00317,6,941.0,0.31,3342.0,1.09,2401.0,28.16
_tigfCJFLZg_00317,7,920.0,0.3,3753.0,1.22,2833.0,24.51
_tigfCJFLZg_00317,8,1235.0,0.4,3616.0,1.18,2381.0,34.15
_tigfCJFLZg_00317,9,2357.0,0.77,4663.0,1.52,2306.0,50.55
_tigfCJFLZg_00317,10,3360.0,1.09,5579.0,1.82,2219.0,60.23
_tigfCJFLZg_00317,11,3554.0,1.16,5977.0,1.95,2423.0,59.46
_tigfCJFLZg_00317,12,4063.0,1.32,6307.0,2.05,2244.0,64.42
_tigfCJFLZg_00317,13,4426.0,1.44,6753.0,2.2,2327.0,65.54
_tigfCJFLZg_00317,14,5008.0,1.63,7133.0,2.32,2125.0,70.21
_tigfCJFLZg_00317,15,5068.0,1.65,7373.0,2.4,2305.0,68.74
_tigfCJFLZg_00317,16,3714.0,1.21,7071.0,2.3,3357.0,52.52
_tigfCJFLZg_00317,17,3646.0,1.19,7228.0,2.35,3582.0,50.44
_tigfCJFLZg_00317,18,4042.0,1.32,7298.0,2.38,3256.0,55.39
_tigfCJFLZg_00317,19,3652.0,1.19,7145.0,2.33,3493.0,51.11
_tigfCJFLZg_00317,20,2941.0,0.96,5951.0,1.94,3010.0,49.42
_tigfCJFLZg_00317,21,2908.0,0.95,6163.0,2.01,3255.0,47.18
_tigfCJFLZg_00317,22,2211.0,0.72,5198.0,1.69,2987.0,42.54
_tigfCJFLZg_00317,23,1888.0,0.61,5206.0,1.69,3318.0,36.27
_tigfCJFLZg_00317,24,2507.0,0.82,4739.0,1.54,2232.0,52.9
_tigfCJFLZg_00317,25,2421.0,0.79,4816.0,1.57,2395.0,50.27
_tigfCJFLZg_00317,26,2133.0,0.69,4444.0,1.45,2311.0,48.0
_tigfCJFLZg_00317,27,1073.0,0.35,4134.0,1.35,3061.0,25.96
_tigfCJFLZg_00317,28,1368.0,0.45,3831.0,1.25,2463.0,35.71
_tigfCJFLZg_00317,29,1141.0,0.37,3544.0,1.15,2403.0,32.2
_tigfCJFLZg_00320,0,0.0,0.0,2706.0,0.88,2706.0,0.0
_tigfCJFLZg_00320,1,0.0,0.0,3177.0,1.03,3177.0,0.0
_tigfCJFLZg_00320,2,0.0,0.0,3066.0,1.0,3066.0,0.0
_tigfCJFLZg_00320,3,0.0,0.0,3163.0,1.03,3163.0,0.0
_tigfCJFLZg_00320,4,271.0,0.09,3763.0,1.22,3492.0,7.2
_tigfCJFLZg_00320,5,1766.0,0.57,3485.0,1.13,1719.0,50.67
_tigfCJFLZg_00320,6,2557.0,0.83,3400.0,1.11,843.0,75.21
_tigfCJFLZg_00320,7,3144.0,1.02,3761.0,1.22,617.0,83.59
_tigfCJFLZg_00320,8,2213.0,0.72,3711.0,1.21,1498.0,59.63
_tigfCJFLZg_00320,9,2824.0,0.92,3567.0,1.16,743.0,79.17
_tigfCJFLZg_00320,10,2307.0,0.75,3502.0,1.14,1195.0,65.88
_tigfCJFLZg_00329,0,12.0,0.0,547.0,0.18,535.0,2.19
_tigfCJFLZg_00329,1,525.0,0.17,1102.0,0.36,577.0,47.64
_tigfCJFLZg_00329,2,1339.0,0.44,1372.0,0.45,33.0,97.59
_tigfCJFLZg_00329,3,1765.0,0.57,1862.0,0.61,97.0,94.79
_tigfCJFLZg_00329,4,2397.0,0.78,2662.0,0.87,265.0,90.05
_tigfCJFLZg_00329,5,2263.0,0.74,2704.0,0.88,441.0,83.69
_tigfCJFLZg_00329,6,704.0,0.23,1296.0,0.42,592.0,54.32
_tigfCJFLZg_00329,7,416.0,0.14,1192.0,0.39,776.0,34.9
_tigfCJFLZg_00329,8,1649.0,0.54,2717.0,0.88,1068.0,60.69
_tigfCJFLZg_00329,9,3018.0,0.98,3964.0,1.29,946.0,76.14
_tigfCJFLZg_00329,10,4013.0,1.31,5223.0,1.7,1210.0,76.83
_tigfCJFLZg_00329,11,4977.0,1.62,5920.0,1.93,943.0,84.07
_tigfCJFLZg_00329,12,6003.0,1.95,7049.0,2.29,1046.0,85.16
_tigfCJFLZg_00329,13,6877.0,2.24,7853.0,2.56,976.0,87.57
_tigfCJFLZg_00329,14,8005.0,2.61,9025.0,2.94,1020.0,88.7
_tigfCJFLZg_00329,15,8736.0,2.84,9867.0,3.21,1131.0,88.54
_tigfCJFLZg_00329,16,9341.0,3.04,10637.0,3.46,1296.0,87.82
_tigfCJFLZg_00329,17,9341.0,3.04,10637.0,3.46,1296.0,87.82
_tigfCJFLZg_00340,0,45.0,0.01,1491.0,0.49,1446.0,3.02
_tigfCJFLZg_00340,1,447.0,0.15,986.0,0.32,539.0,45.33
_tigfCJFLZg_00340,2,997.0,0.32,1533.0,0.5,536.0,65.04
_tigfCJFLZg_00340,3,1991.0,0.65,2452.0,0.8,461.0,81.2
_tigfCJFLZg_00340,4,3350.0,1.09,3817.0,1.24,467.0,87.77
_tigfCJFLZg_00340,5,3394.0,1.1,4728.0,1.54,1334.0,71.79
_tigfCJFLZg_00340,6,4140.0,1.35,5638.0,1.84,1498.0,73.43
_tigfCJFLZg_00340,7,5552.0,1.81,6204.0,2.02,652.0,89.49
_tigfCJFLZg_00340,8,5569.0,1.81,6404.0,2.08,835.0,86.96
_tigfCJFLZg_00340,9,4694.0,1.53,5607.0,1.83,913.0,83.72
_tigfCJFLZg_00340,10,4074.0,1.33,4485.0,1.46,411.0,90.84
_tigfCJFLZg_00340,11,3660.0,1.19,4026.0,1.31,366.0,90.91
_tigfCJFLZg_00340,12,4065.0,1.32,4464.0,1.45,399.0,91.06
_tigfCJFLZg_00340,13,4254.0,1.38,4632.0,1.51,378.0,91.84
_tigfCJFLZg_00340,14,3686.0,1.2,4137.0,1.35,451.0,89.1
_tigfCJFLZg_00340,15,3805.0,1.24,4177.0,1.36,372.0,91.09
_tigfCJFLZg_00340,16,3477.0,1.13,3922.0,1.28,445.0,88.65
_tigfCJFLZg_00340,17,3470.0,1.13,3920.0,1.28,450.0,88.52
_tigfCJFLZg_00340,18,2923.0,0.95,3531.0,1.15,608.0,82.78
_tigfCJFLZg_00340,19,2863.0,0.93,3489.0,1.14,626.0,82.06
_tigfCJFLZg_00340,20,2927.0,0.95,3592.0,1.17,665.0,81.49
_tigfCJFLZg_00340,21,3146.0,1.02,3879.0,1.26,733.0,81.1
_tigfCJFLZg_00348,0,42.0,0.01,1206.0,0.39,1164.0,3.48
_tigfCJFLZg_00348,1,123.0,0.04,821.0,0.27,698.0,14.98
_tigfCJFLZg_00348,2,134.0,0.04,758.0,0.25,624.0,17.68
_tigfCJFLZg_00348,3,313.0,0.1,714.0,0.23,401.0,43.84
_tigfCJFLZg_00348,4,428.0,0.14,932.0,0.3,504.0,45.92
_tigfCJFLZg_00348,5,832.0,0.27,1238.0,0.4,406.0,67.21
_tigfCJFLZg_00348,6,1062.0,0.35,1562.0,0.51,500.0,67.99
_tigfCJFLZg_00348,7,1299.0,0.42,1714.0,0.56,415.0,75.79
_tigfCJFLZg_00348,8,1485.0,0.48,2011.0,0.65,526.0,73.84
_tigfCJFLZg_00348,9,1574.0,0.51,2099.0,0.68,525.0,74.99
_tigfCJFLZg_00348,10,1743.0,0.57,2289.0,0.75,546.0,76.15
_tigfCJFLZg_00348,11,2033.0,0.66,2593.0,0.84,560.0,78.4
_tigfCJFLZg_00348,12,2227.0,0.72,2904.0,0.95,677.0,76.69
_tigfCJFLZg_00348,13,2407.0,0.78,2996.0,0.98,589.0,80.34
_tigfCJFLZg_00348,14,2416.0,0.79,3103.0,1.01,687.0,77.86
_tigfCJFLZg_00348,15,2387.0,0.78,2970.0,0.97,583.0,80.37
_tigfCJFLZg_00348,16,2246.0,0.73,2875.0,0.94,629.0,78.12
_tigfCJFLZg_00348,17,2390.0,0.78,3032.0,0.99,642.0,78.83
_tigfCJFLZg_00348,18,2212.0,0.72,2914.0,0.95,702.0,75.91
_tigfCJFLZg_00348,19,2244.0,0.73,2920.0,0.95,676.0,76.85
_tigfCJFLZg_00348,20,2093.0,0.68,2746.0,0.89,653.0,76.22
_tigfCJFLZg_00348,21,1911.0,0.62,2595.0,0.84,684.0,73.64
_tigfCJFLZg_00348,22,1983.0,0.65,2666.0,0.87,683.0,74.38
_tigfCJFLZg_00348,23,2208.0,0.72,2876.0,0.94,668.0,76.77
_tigfCJFLZg_00348,24,2349.0,0.76,2966.0,0.97,617.0,79.2
_tigfCJFLZg_00348,25,2403.0,0.78,3019.0,0.98,616.0,79.6
_tigfCJFLZg_00348,26,2604.0,0.85,3353.0,1.09,749.0,77.66
_tigfCJFLZg_00348,27,2604.0,0.85,3353.0,1.09,749.0,77.66
_tigfCJFLZg_00348,28,2649.0,0.86,3384.0,1.1,735.0,78.28
_tigfCJFLZg_00348,29,2571.0,0.84,3390.0,1.1,819.0,75.84
_tigfCJFLZg_00348,30,2690.0,0.88,3545.0,1.15,855.0,75.88
_tigfCJFLZg_00348,31,2862.0,0.93,3637.0,1.18,775.0,78.69
_tigfCJFLZg_00348,32,3159.0,1.03,3842.0,1.25,683.0,82.22
_tigfCJFLZg_00348,33,3513.0,1.14,4321.0,1.41,808.0,81.3
_tigfCJFLZg_00348,34,3767.0,1.23,4457.0,1.45,690.0,84.52
_tigfCJFLZg_00348,35,4109.0,1.34,4860.0,1.58,751.0,84.55
_tigfCJFLZg_00348,36,4545.0,1.48,5245.0,1.71,700.0,86.65
_tigfCJFLZg_00348,37,4734.0,1.54,5558.0,1.81,824.0,85.17
_tigfCJFLZg_00348,38,5002.0,1.63,5729.0,1.86,727.0,87.31
_tigfCJFLZg_00348,39,5180.0,1.69,6004.0,1.95,824.0,86.28
_tigfCJFLZg_00348,40,5453.0,1.78,6143.0,2.0,690.0,88.77
_tigfCJFLZg_00348,41,5680.0,1.85,6443.0,2.1,763.0,88.16
_tigfCJFLZg_00351,0,17.0,0.01,2274.0,0.74,2257.0,0.75
_tigfCJFLZg_00351,1,84.0,0.03,1761.0,0.57,1677.0,4.77
_tigfCJFLZg_00351,2,148.0,0.05,1853.0,0.6,1705.0,7.99
_tigfCJFLZg_00351,3,298.0,0.1,1916.0,0.62,1618.0,15.55
_tigfCJFLZg_00351,4,627.0,0.2,2260.0,0.74,1633.0,27.74
_tigfCJFLZg_00351,5,835.0,0.27,2618.0,0.85,1783.0,31.89
_tigfCJFLZg_00351,6,985.0,0.32,2922.0,0.95,1937.0,33.71
_tigfCJFLZg_00351,7,1842.0,0.6,3789.0,1.23,1947.0,48.61
_tigfCJFLZg_00351,8,2584.0,0.84,4194.0,1.37,1610.0,61.61
_tigfCJFLZg_00351,9,3134.0,1.02,4355.0,1.42,1221.0,71.96
_tigfCJFLZg_00351,10,3692.0,1.2,4575.0,1.49,883.0,80.7
_tigfCJFLZg_00351,11,3617.0,1.18,4801.0,1.56,1184.0,75.34
_tigfCJFLZg_00351,12,3527.0,1.15,4636.0,1.51,1109.0,76.08
_tigfCJFLZg_00351,13,3955.0,1.29,5173.0,1.68,1218.0,76.45
_tigfCJFLZg_00351,14,3848.0,1.25,5035.0,1.64,1187.0,76.43
_tigfCJFLZg_00351,15,3679.0,1.2,4846.0,1.58,1167.0,75.92
_tigfCJFLZg_00351,16,3713.0,1.21,4849.0,1.58,1136.0,76.57
_tigfCJFLZg_00351,17,3713.0,1.21,4941.0,1.61,1228.0,75.15
_tigfCJFLZg_00351,18,3633.0,1.18,4994.0,1.63,1361.0,72.75
_tigfCJFLZg_00351,19,3944.0,1.28,5282.0,1.72,1338.0,74.67
_tigfCJFLZg_00351,20,3913.0,1.27,5371.0,1.75,1458.0,72.85
_tigfCJFLZg_00351,21,4003.0,1.3,5290.0,1.72,1287.0,75.67
_tigfCJFLZg_00351,22,4192.0,1.36,5658.0,1.84,1466.0,74.09
_tigfCJFLZg_00351,23,4292.0,1.4,5633.0,1.83,1341.0,76.19
_tigfCJFLZg_00351,24,4230.0,1.38,5642.0,1.84,1412.0,74.97
_tigfCJFLZg_00351,25,4439.0,1.44,5777.0,1.88,1338.0,76.84
_tigfCJFLZg_00351,26,4432.0,1.44,5969.0,1.94,1537.0,74.25
_tigfCJFLZg_00353,0,149.0,0.05,8978.0,2.92,8829.0,1.66
_tigfCJFLZg_00353,1,0.0,0.0,5912.0,1.92,5912.0,0.0
_tigfCJFLZg_00353,2,0.0,0.0,6163.0,2.01,6163.0,0.0
_tigfCJFLZg_00353,3,470.0,0.15,9477.0,3.08,9007.0,4.96
_tigfCJFLZg_00353,4,159.0,0.05,1373.0,0.45,1214.0,11.58
_tigfCJFLZg_00353,5,1110.0,0.36,2739.0,0.89,1629.0,40.53
_tigfCJFLZg_00353,6,1599.0,0.52,3088.0,1.01,1489.0,51.78
_tigfCJFLZg_00353,7,2550.0,0.83,4845.0,1.58,2295.0,52.63
_tigfCJFLZg_00353,8,2116.0,0.69,5124.0,1.67,3008.0,41.3
_tigfCJFLZg_00353,9,2050.0,0.67,5266.0,1.71,3216.0,38.93
_tigfCJFLZg_00353,10,1407.0,0.46,4556.0,1.48,3149.0,30.88
_tigfCJFLZg_00353,11,925.0,0.3,4365.0,1.42,3440.0,21.19
_tigfCJFLZg_00353,12,1514.0,0.49,4532.0,1.48,3018.0,33.41
_tigfCJFLZg_00353,13,2082.0,0.68,5093.0,1.66,3011.0,40.88
_tigfCJFLZg_00353,14,2570.0,0.84,5276.0,1.72,2706.0,48.71
_tigfCJFLZg_00353,15,3172.0,1.03,6112.0,1.99,2940.0,51.9
_tigfCJFLZg_00353,16,3591.0,1.17,6242.0,2.03,2651.0,57.53
_tigfCJFLZg_00353,17,4066.0,1.32,6446.0,2.1,2380.0,63.08
_tigfCJFLZg_00353,18,4370.0,1.42,6840.0,2.23,2470.0,63.89
_tigfCJFLZg_00353,19,4679.0,1.52,6999.0,2.28,2320.0,66.85
_tigfCJFLZg_00353,20,4451.0,1.45,6796.0,2.21,2345.0,65.49
_tigfCJFLZg_00353,21,4354.0,1.42,6663.0,2.17,2309.0,65.35
_tigfCJFLZg_00353,22,3671.0,1.19,5840.0,1.9,2169.0,62.86
_tigfCJFLZg_00353,23,3575.0,1.16,5934.0,1.93,2359.0,60.25
_tigfCJFLZg_00353,24,3652.0,1.19,5841.0,1.9,2189.0,62.52
_tigfCJFLZg_00353,25,3557.0,1.16,5913.0,1.92,2356.0,60.16
_tigfCJFLZg_00353,26,3209.0,1.04,5640.0,1.84,2431.0,56.9
_tigfCJFLZg_00353,27,3492.0,1.14,5985.0,1.95,2493.0,58.35
_tigfCJFLZg_00353,28,3820.0,1.24,6413.0,2.09,2593.0,59.57
_tigfCJFLZg_00353,29,4088.0,1.33,6585.0,2.14,2497.0,62.08
_tigfCJFLZg_00353,30,4479.0,1.46,6912.0,2.25,2433.0,64.8
_tigfCJFLZg_00354,0,16.0,0.01,1905.0,0.62,1889.0,0.84
_tigfCJFLZg_00354,1,130.0,0.04,1905.0,0.62,1775.0,6.82
_tigfCJFLZg_00354,2,191.0,0.06,1809.0,0.59,1618.0,10.56
_tigfCJFLZg_00354,3,83.0,0.03,2007.0,0.65,1924.0,4.14
_tigfCJFLZg_00354,4,295.0,0.1,2194.0,0.71,1899.0,13.45
_tigfCJFLZg_00354,5,743.0,0.24,2548.0,0.83,1805.0,29.16
_tigfCJFLZg_00354,6,1265.0,0.41,3137.0,1.02,1872.0,40.33
_tigfCJFLZg_00354,7,1077.0,0.35,3042.0,0.99,1965.0,35.4
_tigfCJFLZg_00354,8,1587.0,0.52,2560.0,0.83,973.0,61.99
_tigfCJFLZg_00354,9,1841.0,0.6,2601.0,0.85,760.0,70.78
_tigfCJFLZg_00354,10,2348.0,0.76,2940.0,0.96,592.0,79.86
_tigfCJFLZg_00354,11,2327.0,0.76,3054.0,0.99,727.0,76.2
_tigfCJFLZg_00354,12,2393.0,0.78,3189.0,1.04,796.0,75.04
_tigfCJFLZg_00354,13,2198.0,0.72,3221.0,1.05,1023.0,68.24
_tigfCJFLZg_00354,14,2282.0,0.74,3295.0,1.07,1013.0,69.26
_tigfCJFLZg_00354,15,2271.0,0.74,3430.0,1.12,1159.0,66.21
_tigfCJFLZg_00354,16,2176.0,0.71,3371.0,1.1,1195.0,64.55
_tigfCJFLZg_00354,17,2208.0,0.72,3585.0,1.17,1377.0,61.59
_tigfCJFLZg_00354,18,2191.0,0.71,3659.0,1.19,1468.0,59.88
_tigfCJFLZg_00354,19,1890.0,0.62,3596.0,1.17,1706.0,52.56
_tigfCJFLZg_00354,20,1825.0,0.59,3458.0,1.13,1633.0,52.78
_tigfCJFLZg_00354,21,1651.0,0.54,3642.0,1.19,1991.0,45.33
_tigfCJFLZg_00354,22,1451.0,0.47,3270.0,1.06,1819.0,44.37
_tigfCJFLZg_00354,23,1299.0,0.42,3191.0,1.04,1892.0,40.71
_tigfCJFLZg_00354,24,1278.0,0.42,2930.0,0.95,1652.0,43.62
_tigfCJFLZg_00354,25,1275.0,0.42,2969.0,0.97,1694.0,42.94
_tigfCJFLZg_00354,26,1329.0,0.43,2953.0,0.96,1624.0,45.01
_tigfCJFLZg_00354,27,1684.0,0.55,3447.0,1.12,1763.0,48.85
_tigfCJFLZg_00354,28,1909.0,0.62,3550.0,1.16,1641.0,53.77
_tigfCJFLZg_00354,29,2031.0,0.66,3636.0,1.18,1605.0,55.86
